domain;name;ticker;involvement.Alcoholic Beverages;involvement.Adult Entertainment;involvement.Gambling;involvement.Tobacco Products;involvement.Animal Testing;involvement.Fur and Specialty Leather;involvement.Controversial Weapons;involvement.Small Arms;involvement.Catholic Values;involvement.GMO;involvement.Military Contracting;involvement.Pesticides;involvement.Thermal Coal;involvement.Palm Oil;employees;industry;sector;altman_score;piotroski_score;Controversies.Environment;Controversies.Social;Controversies.Customers;Controversies.Human Rights & Community;Controversies.Labor Rights & Supply Chain;Controversies.Governance;Decarbonization Target.Target Year;Decarbonization Target.Comprehensiveness;Decarbonization Target.Ambition p.a.;Decarbonization Target.Decarbonization Target;Decarbonization Target.Decarbonization Target on Temperature Rise;Temperature Goal;sdg.No Poverty;sdg.No Hunger;sdg.Good Health and Well-Being;sdg.Quality Education;sdg.Gender Equality;sdg.Clean Water and Sanitation;sdg.Affordable and Clean Energy;sdg.Decent Work and Economic Growth;sdg.Industry, Innovation and Infrastructure;sdg.Reduced Inequalities;sdg.Sustainable Cities and Communities;sdg.Responsible Consumption and Production;sdg.Climate Action;sdg.Life under Water;sdg.Life on Land;sdg.Peace, Justice and Strong Institutions;sdg.Partnerships for the Goals;esg;involvement_msci.Controversial Weapons;involvement_msci.Gambling;involvement_msci.Tobacco Products;involvement_msci.Alcoholic Beverages;Controversies.Supply Chain Labor Standards;Controversies;Decarbonization Target;sdg;Controversies.Collective Bargaining & Union;Controversies.Health & Safety;Controversies.Discrimination & Workforce Diversity;Controversies.Labor Management Relations;involvement;involvement_msci;Controversies.Anticompetitive Practices;Controversies.Privacy & Data Security;Controversies.Bribery & Fraud;Controversies.Governance Structures;Controversies.Customer Relations;Controversies.Product Safety & Quality;Controversies.Human Rights Concerns;Controversies.Energy & Climate Change;Controversies.Toxic Emissions & Waste;Controversies.Impact on Local Communities;Controversies.Biodiversity & Land Use;Controversies.Other;Controversies.Marketing & Advertising;Controversies.Civil Liberties;Controversies.Operational Waste (Non-Hazardous);Controversies.Supply Chain Management;Controversies.Water Stress;Controversies.Child Labor;Controversies.Controversial Investments
plex.tv;Plex;PLEX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kornferry.com;Korn Ferry;KFY;;;;;;;;;;;;;;;10697;;;2.82;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;8.3;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aonhewitt.com;Aon Hewitt;0P000135ZA;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
rev.com;Rev;RVTY;;;;;;;;;;;;;;;11500;;;2.45;5;Green;Yellow;Yellow;Green;Green;Green;;;;;;1.9;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;Aligned;No;No;No;No;17.1;No;No;No;No;;;null;;;;;;null;;;;;;;Yellow;;;;;;;;;;;;;
bondconsulting.com;The Bond Group;GOLD;;;;;;;;;;;;;;;23000;;;1.59;8;Green;Yellow;Green;Green;Yellow;Green;2050;100.0%;-3.57%;Yes;Yes;1.3;No;No;No;No;No;Aligned;Aligned;No;Aligned;Aligned;No;Aligned;Aligned;No;No;No;Aligned;;No;No;No;No;;;;;;Yellow;;;null;;;;;;;;;;;;;;;;;;;;
cch.com;CCH;CCH;;;;;;;;;;;;;;;3625;;;1.11;4;Green;Yellow;Yellow;Green;Green;Green;2040;100.0%;-5.56%;Yes;Yes;1.5;No;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;No;No;No;Aligned;No;19;No;No;No;Yes;;;;;;;;;null;;;;;;;Yellow;;;;;;;;;;;;;
digitalwarroom.com;ggo;GGO;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
bluestarcs.com;BlueStar;ITEQ;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
prismlit.com;Prism;PRISM/USD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
d4discovery.com;D4;D467;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
itrevolution.com;IT Revolution;SYG4IRJ;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
thoughtworks.com;Thoughtworks;TWKS;;;;;;;;;;;;;;;10848;;;1.66;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;18.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
vistarait.com;Vistara;VSTA;;;;;;;;;;;;;;;2012;;;0.57;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
orcaconfig.com;Orca;ORCA;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
neptune.io;Neptune;NEPTF;;;;;;;;;;;;;;;50;;;-37.07;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
dgtechllc.com;DG Technology;DGHI;;;;;;;;;;;;;;;15;;;-0.39;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
pivot-consulting.com;Pivot;IPL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
asana.com;Asana;ASAN;;;;;;;;;;;;;;;1840;;;1.27;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;22.1;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
scoutapp.com;Scout;SCOUT;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;2025;100.0%;-16.22%;Yes;Yes;1.5;No;No;No;No;Aligned;No;Aligned;Aligned;Aligned;No;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
getsentry.com;Sentry;PME;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sensuapp.org;Sensu;SRTS;;;;;;;;;;;;;;;35;;;8.98;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
avinetworks.com;Avi Networks;AVNW;;;;;;;;;;;;;;;685;;;0.85;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;19.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
marubeni.com;Marubeni;8002;;;;;;;;;;;;;;;null;;;null;null;Green;Yellow;Green;Green;Yellow;Green;2050;\n1.51%;1.08%;Yes;Yes;3.9;Aligned;Aligned;No;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;45.7;No;No;No;Yes;Yellow;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
cigniti.com;Cigniti;CIGN;;;;;;;;;;;;;;;null;;;null;null;Green;Orange;Orange;Green;Green;Yellow;2030;\n0.37%;1.02%;Yes;Yes;1.8;No;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;Yellow;;Yellow;Orange;;;;;;;;;;;;;
ontology.com;Ontology;ONT/BTC;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kato.im;Kato;9869;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;26.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
icmanage.com;IC Manage;ICMB;;;;;;;;;;;;;;;2;;;null;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ldra.com;LDRA;LDRAX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
methodics.com;Methodics;PPMH;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
danlawinc.com;Danlaw;DNLW;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
mid.de;MID;MID;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;null;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
energystar.gov;Energy Star;STAR;;;;;;;;;;;;;;;86;;;null;2;Green;Green;Green;Green;Green;Green;2050;42.97%;-0.88%;Yes;Yes;1.4;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
gallop.net;Gallop;GALL;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;1.7;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
axistechnologyllc.com;Axis Technology;AXIE;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
trax.aero;Trax;TRAX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
slkglobalbpo.com;SLK;SLKI;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
aim-services.ch;AIM;AIM;;;;;;;;;;;;;;;26;;;-32.86;3;Green;Green;Green;Green;Green;Green;;;;;;2.9;No;No;No;No;Aligned;No;No;No;No;No;No;Aligned;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
akros.ch;Akros;MPAY;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
revolutionit.com.au;Revolution IT;SYG4IRJ;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
cabotapp.com;Cabot;CTRA;;;;;;;;;;;;;;;894;;;2.68;6;Green;Yellow;Green;Yellow;Green;Green;;;;;;null;No;No;No;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;34.1;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;Yellow;;;;;;;;;
wavefront.com;Wavefront;WFTSF;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
fusionconnect.com;Fusion;FUSN;;;;;;;;;;;;;;;101;;;15.32;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
menandmice.com;Men & Mice;MNTL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
hosting.com;HOSTING;GIGAH;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
esec.dk;eSec;ESECX;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
myfuturecom.com;Future Com;IVRS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
highstreetit.com;Highstreet;HIGHS/USD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
imation.com;Imation;GLAE;;;;;;;;;;;;;;;5;;;-63.04;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sobeys.com;Sobey;83357ZAE7=RRPS;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
bosch-home.com;Bosch;BOSH;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
schange.com;SeaChange;SEAC;;;;;;;;;;;;;;;107;;;-4.91;6;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
illumina.com;Illumina;ILMN;;;;;;;;;;;;;;;13360;;;2.95;5;Green;Yellow;Yellow;Green;Green;Green;2050;61.64%;-1.76%;Yes;Yes;2.1;No;No;No;No;Aligned;No;No;No;No;Aligned;No;No;Aligned;No;No;No;No;20.7;No;No;No;No;;;;;;;;;null;;Yellow;;;;;;;;;;;;;;;;;;
infinera.com;Infinera;INFN;;;;;;;;;;;;;;;3267;;;0.41;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;17.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
vendhq.com;Vend;CALCi;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
bigcommerce.com;Bigcommerce;BIGC;;;;;;;;;;;;;;;1321;;;-0.26;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
handshake.com;Handshake;HNS/USD;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
mx.com;MX;MX;;;;;;;;;;;;;;;891;;;3.23;3;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;36.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
classy.org;Classy;214150;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;31;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ge-energy.com;GE Digital;GEN;;;;;;;;;;;;;;;3700;;;0.93;6;Green;Green;Green;Green;Green;Green;2033;10.68%;0.94%;Yes;Yes;1.6;No;No;No;No;Aligned;No;Aligned;Aligned;No;Aligned;No;No;Aligned;No;No;Aligned;No;15.4;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
yext.com;Yext, Inc.;YEXT;;;;;;;;;;;;;;;1100;;;0.29;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;30.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ups.com;UPS;UPS;;;;;;;;;;;;;;;500000;;;3.56;6;Green;Orange;Green;Green;Orange;Green;2035;46.71%;-0.87%;Yes;Yes;1.9;No;No;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;No;No;No;18.6;No;No;No;No;;;;;;Yellow;;Orange;null;;;;;;;;;;;;;;;;;;;;
vw.com;Volkswagen;VOWG_p;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
comcast.net;Comcast;CMCSA;;;;;;;;;;;;;;;186000;;;1.48;7;Green;Green;Green;Green;Green;Green;2035;11.11%;-7.14%;Yes;Yes;1.4;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;21.8;No;Yes;Yes;Yes;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
8x8.com;8x8;EGHT;;;;;;;;;;;;;;;1921;;;-0.4;5;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;29.9;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
honey.is;Better;BOSC;;;;;;;;;;;;;;;83;;;-0.16;5;Green;Green;Green;Green;Green;Green;;;;;;2.5;Aligned;No;No;No;Aligned;No;No;Aligned;Aligned;Aligned;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
rainforestqa.com;Rainforest;RRIF;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
styla.com;Styla;STYL;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nitropdf.com;Nitro;NITRO;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ziprecruiter.com;ZipRecruiter;ZIP;;;;;;;;;;;;;;;1000;;;3.3;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
suntrust.com;Suntrust;SUN;;;;;;;;;;;;;;;2389;;;null;6;Green;Green;Green;Green;Green;Green;;;;;;3.6;Aligned;No;No;No;Aligned;No;No;Aligned;No;No;Aligned;No;No;No;No;No;No;18.7;No;No;No;Yes;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
brightfunds.org;Bright Funds;0P0000SGL3;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
stripe.com;Stripe;0P0000X8PB;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
nerdwallet.com;NerdWallet;NRDS;;;;;;;;;;;;;;;730;;;10.62;4;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;23;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
bizo.com;Bizo;BIZO;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
ffwagency.com;FFW;FFWM;;;;;;;;;;;;;;;564;;;null;2;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;33.4;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
wpp.com;WPP;WPP;;;;;;;;;;;;;;;114732;;;0.95;8;Green;Green;Green;Green;Green;Green;2030;100.0%;-12.5%;Yes;Yes;1.3;No;No;No;No;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;11.2;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
newtonsoftware.com;Newton;NEW/USD;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;2.1;Aligned;No;No;Aligned;Aligned;No;No;Strongly Aligned;No;Aligned;No;No;No;No;No;No;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
tryjazz.com;Jazz;JAZZ;;;;;;;;;;;;;;;2800;;;1.35;7;Green;Green;Green;Green;Green;Green;;;;;;1.7;Aligned;No;Aligned;No;Aligned;No;No;Aligned;No;No;No;No;No;No;No;No;No;25.3;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
mycompas.com;COMPAS;CMP;;;;;;;;;;;;;;;2000;;;1.28;3;Green;Green;Green;Green;Green;Green;2035;100.0%;-6.79%;Yes;Yes;2.7;Aligned;Aligned;Aligned;No;Aligned;Strongly Aligned;Aligned;No;Aligned;Aligned;No;Aligned;Aligned;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
payoneer.com;Payoneer;PAYO;;;;;;;;;;;;;;;2167;;;0.42;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;27.6;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kellpartners.com;Kell Partners;KPG;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;11.7;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
plentyconsulting.com;Plenty;NZWBP0524=;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
gilead.com;Gilead Sciences;GILD;;;;;;;;;;;;;;;18000;;;2.56;7;Green;Orange;Orange;Green;Green;Green;2030;100.0%;-10.2%;Yes;Yes;1.3;No;No;Aligned;No;Aligned;No;No;Aligned;No;Aligned;No;No;No;No;No;No;No;22.4;No;No;No;No;;;;;;;;;null;;;;;;Yellow;Orange;;;;;;;;;;;;;
reddit.com;Reddit;RDDT;;;;;;;;;;;;;;;2013;;;29.35;1;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
dna2.co.za;DNA2;DNA2_p;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
sonoco.com;Sonoco;SON;;;;;;;;;;;;;;;23000;;;2.52;6;Green;Green;Green;Green;Green;Green;2030;96.12%;-0.52%;Yes;Yes;3.4;No;No;No;No;Aligned;No;No;No;No;No;No;No;Aligned;No;No;No;No;19.9;No;No;No;Yes;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
amcor.com;Amcor;AMCR;;;;;;;;;;;;;;;41000;;;1.88;7;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;15.2;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
asi.com.au;ASI Solutions;ASII;;;;;;;;;;;;;;;null;;;null;null;Orange;Orange;Green;Orange;Green;Green;;;;;;null;No;No;No;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;33.5;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;Orange;Orange;;;;;;;;
gladtech.net;Gladiator;GLA;;;;;;;;;;;;;;;null;;;null;null;Green;Green;Green;Green;Green;Green;;;;;;null;No;No;No;No;Aligned;No;Strongly Aligned;No;Strongly Aligned;No;No;Strongly Aligned;Strongly Aligned;No;No;Aligned;No;;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
clari.com;Clari;CLARI;;;;;;;;;;;;;;;null;;;null;null;Yellow;Orange;Green;Orange;Green;Green;2030;\n42.1%;-0.13%;Yes;Yes;null;No;No;No;No;Aligned;No;No;No;Aligned;Aligned;No;No;No;No;No;No;No;32;No;No;No;Yes;;;;;;;;;null;;;;;;;;;;Yellow;Orange;;;;;;;;;
poppin.com;Poppin;7358;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
plastiq.com;Plastiq;PLVP;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
atpay.com;@Pay;PAY;;;;;;;;;;;;;;;1273;;;22.38;6;Green;Green;Green;Green;Green;Green;2040;\n1.77%;1.01%;Yes;Yes;2;No;No;No;No;Aligned;No;Aligned;Aligned;No;No;No;No;No;No;No;No;No;;No;No;No;No;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;
attend.com;Attend;ATTE;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
f9.com;F9;FRNM;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
hjcnewmedia.com;hjc;HJC;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
jcainc.com;JCA;JCAU;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
kontrolpayables.com;Kontrol;KONTR;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
gettectonic.com;Tectonic;TECTP;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
reachboarding.com;REACH;REACH;;;;;;;;;;;;;;;null;;;null;null;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
creativetech.com.mx;Creative Tech;CELZ;;;;;;;;;;;;;;;4;;;1.79;1;;;;;;;;;;;;null;;;;;;;;;;;;;;;;;;;;;;;;null;null;null;;;;;null;null;;;;;;;;;;;;;;;;;;;
iexpress.com.py;Interacti;TTWO;;;;;;;;;;;;;;;11580;;;2.29;3;Green;Green;Green;Green;Green;Green;;;;;;2;No;No;No;No;Aligned;No;No;No;No;No;No;No;No;No;No;No;No;15.6;No;No;No;No;;;null;;;;;;null;;;;;;;;;;;;;;;;;;;;
